OBJECTID;Survey_type;Plot_Type;Valley;Transect_no;Plot_no;Date;Year;Recorder;GPS_X;GPS_Y;Coordinate_system;Elev;Slope;Veg_type;Veg_type2;Veg_type_reduced;Star;Agent;Geese_present;Only_geese;Area_impacted;Grubbed_low;Grubbed_mid;Grubbed_high;Patch_size_bare;Recent_grubbing;Grubbing_present;LT_veg_change;Spatial_extent;Comment;NoteRene;NoteHelen
60;Plot;Large;Semmeldalen;NA;92;NA;1998;RvdW;508083;8655754;ED1950;59;1.03;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;Plot;Large;Semmeldalen;NA;92;NA;2018;RvdW;508083;8655754;ED1950;59;1.03;7;7;7;NA;G,R;Y;N;L;NA;NA;NA;0;Y;Y;Y;NA;NA;NA;NA
61;Plot;Large;Passdalen;NA;93;NA;1998;RvdW;504835;8656460;ED1950;230;2.22;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
241;Plot;Large;Passdalen;NA;93;NA;2018;RvdW;504835;8656460;ED1950;230;2.22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;Plot;Large;Semmeldalen;NA;94;NA;1998;RvdW;508398;8655728;ED1950;55;0.49;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
242;Plot;Large;Semmeldalen;NA;94;NA;2018;RvdW;508398;8655728;ED1950;55;0.49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
63;Plot;Large;Passdalen;NA;95;NA;1998;RvdW;505052;8656382;ED1950;230;5.1;8;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
243;Plot;Large;Passdalen;NA;95;NA;2018;RvdW;505052;8656382;ED1950;230;5.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
64;Plot;Large;Semmeldalen;NA;96;NA;1998;RvdW;508623;8655664;ED1950;53;0.62;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
244;Plot;Large;Semmeldalen;NA;96;NA;2018;RvdW;508623;8655664;ED1950;53;0.62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
65;Plot;Large;Passdalen;NA;97;NA;1998;RvdW;505547;8656585;ED1950;165;9.38;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
245;Plot;Large;Passdalen;NA;97;NA;2018;RvdW;505547;8656585;ED1950;165;9.38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
66;Plot;Large;Semmeldalen;NA;98;NA;1998;RvdW;508771;8655751;ED1950;54;0.05;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
246;Plot;Large;Semmeldalen;NA;98;NA;2018;RvdW;508771;8655751;ED1950;54;0.05;7;7;7;NA;E,G;Y;N;L;NA;NA;NA;1;Y;Y;N;NA;NA;NA;NA
67;Plot;Large;Passdalen;NA;99;NA;1998;RvdW;505445;8656892;ED1950;140;36.56;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
247;Plot;Large;Passdalen;NA;99;NA;2018;RvdW;505445;8656892;ED1950;140;36.56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
68;Plot;Large;Semmeldalen;NA;100;NA;1998;RvdW;509061;8655939;ED1950;60;1.5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
248;Plot;Large;Semmeldalen;NA;100;NA;2018;RvdW;509061;8655939;ED1950;60;1.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
69;Plot;Large;Passdalen;NA;101;NA;1998;RvdW;505459;8657020;ED1950;150;5.85;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
249;Plot;Large;Passdalen;NA;101;NA;2018;RvdW;505459;8657020;ED1950;150;5.85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
70;Plot;Large;Semmeldalen;NA;102;NA;1998;RvdW;509115;8656025;ED1950;62;1.07;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
250;Plot;Large;Semmeldalen;NA;102;NA;2018;RvdW;509115;8656025;ED1950;62;1.07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
71;Plot;Large;Passdalen;NA;103;NA;1998;RvdW;505514;8656777;ED1950;150;2.97;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
251;Plot;Large;Passdalen;NA;103;NA;2018;RvdW;505514;8656777;ED1950;150;2.97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
72;Plot;Large;Passdalen;NA;104;NA;1998;RvdW;506029;8656784;ED1950;125;6.73;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
252;Plot;Large;Passdalen;NA;104;NA;2018;RvdW;506029;8656784;ED1950;125;6.73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
73;Plot;Large;Passdalen;NA;105;NA;1998;RvdW;506155;8656733;ED1950;125;5.08;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
253;Plot;Large;Passdalen;NA;105;NA;2018;RvdW;506155;8656733;ED1950;125;5.08;3;3;3;NA;G,R;Y;N;M;NA;NA;NA;2;NA;Y;NA;NA;Breakingthroughblackcrust;NA;NA
74;Plot;Large;Passdalen;NA;106;NA;1998;RvdW;506288;8656477;ED1950;125;2.13;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
254;Plot;Large;Passdalen;NA;106;NA;2018;RvdW;506288;8656477;ED1950;125;2.13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
75;Plot;Large;Semmeldalen;NA;107;NA;1998;RvdW;506621;8656319;ED1950;125;3.7;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
255;Plot;Large;Semmeldalen;NA;107;NA;2018;RvdW;506621;8656319;ED1950;125;3.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
76;Plot;Large;Semmeldalen;NA;108;NA;1998;RvdW;506909;8656199;ED1950;110;4.65;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
256;Plot;Large;Semmeldalen;NA;108;NA;2018;RvdW;506909;8656199;ED1950;110;4.65;5;5;5;NA;R;N;N;M;NA;NA;NA;1;NA;N;NA;NA;Breakingthroughmoss;NA;NA
77;Plot;Large;Semmeldalen;NA;109;NA;1998;RvdW;506780;8656326;ED1950;115;4.34;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
257;Plot;Large;Semmeldalen;NA;109;NA;2018;RvdW;506780;8656326;ED1950;115;4.34;6;6;6;NA;R;N;N;L;NA;NA;NA;1;N;N;N;NA;NA;NA;NA
78;Plot;Large;Semmeldalen;NA;110;NA;1998;RvdW;507092;8656464;ED1950;100;1.97;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
258;Plot;Large;Semmeldalen;NA;110;NA;2018;RvdW;507092;8656464;ED1950;100;1.97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
79;Plot;Large;Semmeldalen;NA;111;NA;1998;RvdW;507592;8656196;ED1950;75;7.69;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
259;Plot;Large;Semmeldalen;NA;111;NA;2018;RvdW;507592;8656196;ED1950;75;7.69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
80;Plot;Large;Semmeldalen;NA;112;NA;1998;RvdW;507896;8655954;ED1950;63;1.15;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
260;Plot;Large;Semmeldalen;NA;112;NA;2018;RvdW;507896;8655954;ED1950;63;1.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
261;Plot;Large;Semmeldalen;NA;113;NA;2018;RvdW;508143;8657433;ED1950;86;1.41;3.5;3.5;3.5;NA;G,R;Y;N;L;NA;NA;NA;0;Y;Y;NA;NA;Reindeerbreakingthroughblackcrust;NA;NA
81;Plot;Large;Semmeldalen;NA;113;NA;1998;RvdW;508143;8657433;ED1950;86;1.41;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
82;Plot;Large;Semmeldalen;NA;114;NA;1998;RvdW;508142;8657438;ED1950;86;2.2;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
262;Plot;Large;Semmeldalen;NA;114;NA;2018;RvdW;508142;8657438;ED1950;86;2.2;5;5;5;NA;R;N;N;L;NA;NA;NA;1;Y;N;NA;NA;Printonfrostheave;NA;NA
83;Plot;Large;Semmeldalen;NA;115;NA;1998;RvdW;508610;8656601;ED1950;72;1.42;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
263;Plot;Large;Semmeldalen;NA;115;NA;2018;RvdW;508610;8656601;ED1950;72;1.42;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
84;Plot;Large;Semmeldalen;NA;116;NA;1998;RvdW;508745;8656129;ED1950;60;1.62;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
264;Plot;Large;Semmeldalen;NA;116;NA;2018;RvdW;508745;8656129;ED1950;60;1.62;7;7;7;NA;G;Y;Y;VH;NA;NA;NA;2;Y;Y;Y;NA;NA;NA;NA
265;Plot;Large;Semmeldalen;NA;117;NA;2018;RvdW;509441;8655448;ED1950;63;2.7;3.5;3.5;3.5;NA;G;Y;Y;L;NA;NA;NA;1;Y;Y;N;NA;Breakingthroughblackcrust;NA;NA
85;Plot;Large;Semmeldalen;NA;117;NA;1998;RvdW;509441;8655448;ED1950;63;2.7;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
86;Plot;Large;Semmeldalen;NA;118;NA;1998;RvdW;509780;8655307;ED1950;75;5.5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
266;Plot;Large;Semmeldalen;NA;118;NA;2018;RvdW;509780;8655307;ED1950;75;5.5;5;5;5;NA;E,G;Y;N;L;NA;NA;NA;0;Y;Y;N;NA;Frostheave;NA;NA
87;Plot;Large;Semmeldalen;NA;119;NA;1998;RvdW;510105;8655144;ED1950;90;6.77;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
267;Plot;Large;Semmeldalen;NA;119;NA;2018;RvdW;510105;8655144;ED1950;90;6.77;7;7;7;NA;G;Y;Y;VH;NA;NA;NA;0;Y;Y;Y;NA;Former7D;NA;NA
88;Plot;Large;Semmeldalen;NA;120;NA;1998;RvdW;510418;8655074;ED1950;135;12.73;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
268;Plot;Large;Semmeldalen;NA;120;NA;2018;RvdW;510418;8655074;ED1950;135;12.73;4;4;4;NA;G;Y;Y;L;NA;NA;NA;0;Y;Y;N;NA;NA;NA;NA
89;Plot;Large;Semmeldalen;NA;121;NA;1998;RvdW;510472;8655056;ED1950;150;23.79;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
269;Plot;Large;Semmeldalen;NA;121;NA;2018;RvdW;510472;8655056;ED1950;150;23.79;4;4;4;NA;E,R;N;N;H/L;NA;NA;NA;4/1;N;N;N;NA;NA;NA;NA
90;Plot;Large;Semmeldalen;NA;122;NA;1998;RvdW;510540;8655134;ED1950;200;28.53;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
270;Plot;Large;Semmeldalen;NA;122;NA;2018;RvdW;510540;8655134;ED1950;200;28.53;4;4;4;NA;E,G;Y;N;L;NA;NA;NA;3;Y;Y;N;NA;NA;NA;NA
271;Plot;Large;Semmeldalen;NA;123;NA;2018;RvdW;510269;8654421;ED1950;75;8.06;5;5;5;NA;G;Y;Y;L;NA;NA;NA;0;Y;Y;N;NA;NA;NA;NA
91;Plot;Large;Semmeldalen;NA;123;NA;1998;RvdW;510269;8654421;ED1950;75;8.06;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
92;Plot;Large;Semmeldalen;NA;124;NA;1998;RvdW;510074;8654463;ED1950;60;3.28;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
272;Plot;Large;Semmeldalen;NA;124;NA;2018;RvdW;510074;8654463;ED1950;60;3.28;5;5;5;NA;G;Y;Y;M;NA;NA;NA;0;Y;Y;N;NA;NA;NA;NA
273;Plot;Large;Semmeldalen;NA;125;NA;2018;RvdW;509750;8654063;ED1950;40;1.15;3.5;3.5;3.5;NA;E,G;Y;N;L;NA;NA;NA;0;Y;Y;N;NA;NA;NA;NA
93;Plot;Large;Semmeldalen;NA;125;NA;1998;RvdW;509750;8654063;ED1950;40;1.15;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
94;Plot;Large;Semmeldalen;NA;126;NA;1998;RvdW;509808;8653545;ED1950;62;2.11;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
274;Plot;Large;Semmeldalen;NA;126;NA;2018;RvdW;509808;8653545;ED1950;62;2.11;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
275;Plot;Large;Semmeldalen;NA;127;NA;2018;RvdW;509985;8654044;ED1950;45;2.29;3.5;3.5;3.5;NA;G;Y;Y;L;NA;NA;NA;1;Y;Y;N;NA;NA;NA;NA
95;Plot;Large;Semmeldalen;NA;127;NA;1998;RvdW;509985;8654044;ED1950;45;2.29;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
96;Plot;Large;Semmeldalen;NA;128;NA;1998;RvdW;510014;8652841;ED1950;68;1.17;2.5;2.5;2.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
276;Plot;Large;Semmeldalen;NA;128;NA;2018;RvdW;510014;8652841;ED1950;68;1.17;2.5;2.5;2.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
277;Plot;Large;Semmeldalen;NA;129;NA;2018;RvdW;510060;8652542;ED1950;65;2.65;2.5;2.5;2.5;NA;R;N;N;L;NA;NA;NA;1;N;N;NA;NA;NA;NA;NA
97;Plot;Large;Semmeldalen;NA;129;NA;1998;RvdW;510060;8652542;ED1950;65;2.65;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
98;Plot;Large;Semmeldalen;NA;130;NA;1998;RvdW;510252;8652250;ED1950;35;0.62;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
278;Plot;Large;Semmeldalen;NA;130;NA;2018;RvdW;510252;8652250;ED1950;35;0.62;7;7;7;NA;G;Y;Y;H;NA;NA;NA;0;Y;Y;Y;NA;NA;NA;NA
99;Plot;Large;Semmeldalen;NA;131;NA;1998;RvdW;510328;8652135;ED1950;35;1.01;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
279;Plot;Large;Semmeldalen;NA;131;NA;2018;RvdW;510328;8652135;ED1950;35;1.01;7;7;7;NA;G;Y;Y;L;NA;NA;NA;0;Y;Y;N;NA;NA;NA;NA
280;Plot;Large;Semmeldalen;NA;132;NA;2018;RvdW;511144;8651094;ED1950;25;1.98;3.5;3.5;3.5;NA;G;Y;Y;M;NA;NA;NA;1;Y;Y;NA;NA;NA;NA;NA
100;Plot;Large;Semmeldalen;NA;132;NA;1998;RvdW;511144;8651094;ED1950;25;1.98;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
101;Plot;Large;Semmeldalen;NA;133;NA;1998;RvdW;511163;8650413;ED1950;15;1.2;8;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
281;Plot;Large;Semmeldalen;NA;133;NA;2018;RvdW;511163;8650413;ED1950;15;1.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
102;Plot;Large;Semmeldalen;NA;134;NA;1998;RvdW;511101;8650246;ED1950;16;0.79;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
282;Plot;Large;Semmeldalen;NA;134;NA;2018;RvdW;511101;8650246;ED1950;16;0.79;7;7;7;NA;G;Y;Y;M;NA;NA;NA;0;Y;Y;NA;NA;NA;NA;NA
283;Plot;Large;Semmeldalen;NA;135;NA;2018;RvdW;511071;8650009;ED1950;15;1.62;3.5;3.5;3.5;NA;G;Y;Y;L;NA;NA;NA;0;Y;Y;NA;NA;NA;NA;NA
103;Plot;Large;Semmeldalen;NA;135;NA;1998;RvdW;511071;8650009;ED1950;15;1.62;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
104;Plot;Large;Semmeldalen;NA;136;NA;1998;RvdW;510993;8649836;ED1950;15;0.6;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
284;Plot;Large;Semmeldalen;NA;136;NA;2018;RvdW;510993;8649836;ED1950;15;0.6;7;7;7;NA;G,R;Y;N;L;NA;NA;NA;0;Y;Y;NA;NA;Walkingbyreindeer;NA;NA
105;Plot;Large;Semmeldalen;NA;137;NA;1998;RvdW;510620;8648645;ED1950;13;1.11;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
285;Plot;Large;Semmeldalen;NA;137;NA;2018;RvdW;510620;8648645;ED1950;13;1.11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
106;Plot;Large;Semmeldalen;NA;138;NA;1998;RvdW;510872;8649027;ED1950;14;1;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
286;Plot;Large;Semmeldalen;NA;138;NA;2018;RvdW;510872;8649027;ED1950;14;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
107;Plot;Large;Semmeldalen;NA;139;NA;1998;RvdW;510621;8651388;ED1950;35;2.85;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
287;Plot;Large;Semmeldalen;NA;139;NA;2018;RvdW;510621;8651388;ED1950;35;2.85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
108;Plot;Large;Semmeldalen;NA;140;NA;1998;RvdW;510100;8651212;ED1950;25;2.2;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
288;Plot;Large;Semmeldalen;NA;140;NA;2018;RvdW;510100;8651212;ED1950;25;2.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109;Plot;Large;Semmeldalen;NA;141;NA;1998;RvdW;509224;8651061;ED1950;40;1.96;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
289;Plot;Large;Semmeldalen;NA;141;NA;2018;RvdW;509224;8651061;ED1950;40;1.96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
110;Plot;Large;Kalvdalen;NA;142;NA;1998;RvdW;507339;8649867;ED1950;80;6.02;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
290;Plot;Large;Kalvdalen;NA;142;NA;2018;RvdW;507339;8649867;ED1950;80;6.02;4;4;4;NA;G;Y;Y;M;NA;NA;NA;0;Y;Y;N;NA;NA;NA;NA
111;Plot;Large;Kalvdalen;NA;144;NA;1998;RvdW;506934;8649985;ED1950;75;9.75;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
291;Plot;Large;Kalvdalen;NA;144;NA;2018;RvdW;506934;8649985;ED1950;75;9.75;4;4;4;NA;G;Y;Y;L;NA;NA;NA;0;Y;Y;N;NA;NA;NA;NA
112;Plot;Large;Kalvdalen;NA;145;NA;1998;RvdW;506583;8650047;ED1950;75;5.26;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
292;Plot;Large;Kalvdalen;NA;145;NA;2018;RvdW;506583;8650047;ED1950;75;5.26;4;4;4;NA;G;Y;Y;L;NA;NA;NA;1;Y;Y;N;NA;NA;NA;NA
293;Plot;Large;Kalvdalen;NA;146;NA;2018;RvdW;505979;8650351;ED1950;95;4.48;4;4;4;NA;G;Y;Y;L;NA;NA;NA;0;Y;Y;N;NA;NA;NA;NA
113;Plot;Large;Kalvdalen;NA;146;NA;1998;RvdW;505979;8650351;ED1950;95;4.48;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
114;Plot;Large;Kalvdalen;NA;147;NA;1998;RvdW;505983;8650361;ED1950;100;4.37;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
294;Plot;Large;Kalvdalen;NA;147;NA;2018;RvdW;505983;8650361;ED1950;100;4.37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
115;Plot;Large;Kalvdalen;NA;148;NA;1998;RvdW;505245;8650465;ED1950;125;9.2;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
295;Plot;Large;Kalvdalen;NA;148;NA;2018;RvdW;505245;8650465;ED1950;125;9.2;4;4;4;NA;G;Y;Y;L;NA;NA;NA;0;Y;Y;N;NA;NA;NA;NA
296;Plot;Large;Kalvdalen;NA;149;NA;2018;RvdW;504950;8650517;ED1950;125;5.85;3.5;3.5;3.5;NA;G;Y;Y;L;NA;NA;NA;1;Y;Y;N;NA;Blackcrustgrubbed;NA;NA
116;Plot;Large;Kalvdalen;NA;149;NA;1998;RvdW;504950;8650517;ED1950;125;5.85;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
297;Plot;Large;Kalvdalen;NA;150;NA;2018;RvdW;504923;8650325;ED1950;104;2.89;5;5;5;NA;G,R;Y;N;L;NA;NA;NA;1;Y;Y;N;NA;Reindeerwalking,goosegrubbingbreakingblackcrust;NA;NA
117;Plot;Large;Kalvdalen;NA;150;NA;1998;RvdW;504923;8650325;ED1950;104;2.89;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
118;Plot;Large;Kalvdalen;NA;151;NA;1998;RvdW;505148;8650101;ED1950;87;4.01;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
298;Plot;Large;Kalvdalen;NA;151;NA;2018;RvdW;505148;8650101;ED1950;87;4.01;4;4;4;NA;G;Y;Y;L;NA;NA;NA;1;Y;Y;N;NA;NA;NA;NA
299;Plot;Large;Kalvdalen;NA;152;NA;2018;RvdW;505566;8650026;ED1950;77;3.44;0;0;0;NA;R;N;N;L;NA;NA;NA;1;N;N;N;NA;Breakingthroughblackcrust;NA;NA
119;Plot;Large;Kalvdalen;NA;152;NA;1998;RvdW;505566;8650026;ED1950;77;3.44;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
120;Plot;Large;Kalvdalen;NA;153;NA;1998;RvdW;506050;8649873;ED1950;65;3.83;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
