id;locality;section;group_of_sites_spatial;type_of_sites_ecological;site;year;month;date;observer_1;observer_2;start_cm_of_grub;end_cm_of_grub;picking;bulldozing;cratering;comment
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;520;NA;1;0;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;1198;NA;1;0;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;1218;1235;0;1;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;1500;1510;0;1;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;1700;1780;0;1;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;1900;NA;1;0;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;2010;NA;1;0;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;2131;NA;1;0;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;2330;2350;0;1;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;2460;2680;0;1;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;2510;NA;1;0;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;2610;NA;1;0;0;NA
adv-end-1-dis-1;adv;end;1;dis;1;2023;7;15;tabor_noteboom;NA;2640;NA;1;0;0;NA
adv-end-1-dis-2;adv;end;1;dis;2;2023;7;26;clement_brun;zabdi_lopez;50;100;1;0;0;NA
adv-end-1-dis-2;adv;end;1;dis;2;2023;7;26;clement_brun;zabdi_lopez;630;700;1;0;0;NA
adv-end-1-dis-2;adv;end;1;dis;2;2023;7;26;clement_brun;zabdi_lopez;770;830;1;0;0;NA
adv-end-1-dis-2;adv;end;1;dis;2;2023;7;26;clement_brun;zabdi_lopez;1000;1050;1;0;0;NA
adv-end-1-dry-1;adv;end;1;dry;1;2023;7;16;tabor_noteboom;zabdi_lopez;NA;NA;0;0;0;there was nothing in the transect
adv-end-1-dry-2;adv;end;1;dry;2;2023;7;16;tabor_noteboom;zabdi_lopez;NA;NA;0;0;0;there was nothing on the transect
adv-end-1-mos-1;adv;end;1;mos;1;2023;7;15;tabor_noteboom;virve_ravolainen;200;NA;1;0;0;NA
adv-end-1-mos-1;adv;end;1;mos;1;2023;7;15;tabor_noteboom;virve_ravolainen;390;NA;1;0;0;NA
adv-end-1-mos-1;adv;end;1;mos;1;2023;7;15;tabor_noteboom;virve_ravolainen;400;NA;1;0;0;NA
adv-end-1-mos-1;adv;end;1;mos;1;2023;7;15;tabor_noteboom;virve_ravolainen;410;NA;1;0;0;NA
adv-end-1-mos-1;adv;end;1;mos;1;2023;7;15;tabor_noteboom;virve_ravolainen;427;NA;1;0;0;NA
adv-end-1-mos-1;adv;end;1;mos;1;2023;7;15;tabor_noteboom;virve_ravolainen;650;700;0;0;0;NA
adv-end-1-mos-1;adv;end;1;mos;1;2023;7;15;tabor_noteboom;virve_ravolainen;2650;NA;1;0;0;NA
adv-end-1-mos-1;adv;end;1;mos;1;2023;7;15;tabor_noteboom;virve_ravolainen;2730;NA;1;0;0;NA
adv-end-1-mos-2;adv;end;1;mos;2;2023;7;18;tabor_noteboom;zabdi_lopez;280;NA;1;0;0;NA
adv-end-1-mos-2;adv;end;1;mos;2;2023;7;18;tabor_noteboom;zabdi_lopez;690;730;1;0;0;NA
adv-end-1-mos-2;adv;end;1;mos;2;2023;7;18;tabor_noteboom;zabdi_lopez;950;1040;1;0;0;NA
adv-end-1-mos-2;adv;end;1;mos;2;2023;7;18;tabor_noteboom;zabdi_lopez;1270;NA;1;0;0;NA
adv-end-1-mos-2;adv;end;1;mos;2;2023;7;18;tabor_noteboom;zabdi_lopez;1620;NA;1;0;0;NA
adv-end-1-mos-2;adv;end;1;mos;2;2023;7;18;tabor_noteboom;zabdi_lopez;1970;NA;1;0;0;NA
adv-end-2-dis-1;adv;end;2;dis;1;2023;7;26;zabdi_lopez;NA;210;260;1;0;0;NA
adv-end-2-dis-1;adv;end;2;dis;1;2023;7;26;zabdi_lopez;NA;640;740;0;1;0;NA
adv-end-2-dis-1;adv;end;2;dis;1;2023;7;26;zabdi_lopez;NA;810;890;0;1;0;NA
adv-end-2-dis-1;adv;end;2;dis;1;2023;7;26;zabdi_lopez;NA;1300;1470;0;0;1;NA
adv-end-2-dis-1;adv;end;2;dis;1;2023;7;26;zabdi_lopez;NA;1530;1710;0;0;1;NA
adv-end-2-dis-1;adv;end;2;dis;1;2023;7;26;zabdi_lopez;NA;1830;1900;0;1;0;NA
adv-end-2-dry-1;adv;end;2;dry;1;2023;7;26;zabdi_lopez;clement_brun;300;310;1;0;0;NA
adv-end-2-mos-1;adv;end;2;mos;1;2023;7;26;clement_brun;zabdi_lopez;NA;NA;0;0;0;no signals of disturbance
adv-han-1-dis-1;adv;han;1;dis;1;2023;7;31;clement_brun;zabdi_lopez;130;140;1;0;0;NA
adv-han-1-dis-1;adv;han;1;dis;1;2023;7;31;clement_brun;zabdi_lopez;800;820;1;0;0;NA
adv-han-1-dis-1;adv;han;1;dis;1;2023;7;31;clement_brun;zabdi_lopez;900;950;1;0;0;NA
adv-han-1-dis-1;adv;han;1;dis;1;2023;7;31;clement_brun;zabdi_lopez;2700;3000;1;0;0;NA
adv-han-1-dis-2;adv;han;1;dis;2;2023;7;31;clement_brun;zabdi_lopez;330;430;0;0;1;NA
adv-han-1-dis-2;adv;han;1;dis;2;2023;7;31;clement_brun;zabdi_lopez;780;780;1;0;0;NA
adv-han-1-dis-2;adv;han;1;dis;2;2023;7;31;clement_brun;zabdi_lopez;1496;1530;1;0;0;NA
adv-han-1-dis-2;adv;han;1;dis;2;2023;7;31;clement_brun;zabdi_lopez;1680;1680;1;0;0;NA
adv-han-1-dis-2;adv;han;1;dis;2;2023;7;31;clement_brun;zabdi_lopez;2070;2070;1;0;0;NA
adv-han-1-dis-2;adv;han;1;dis;2;2023;7;31;clement_brun;zabdi_lopez;2130;2150;1;0;0;NA
adv-han-1-dis-2;adv;han;1;dis;2;2023;7;31;clement_brun;zabdi_lopez;2520;2520;1;0;0;NA
adv-han-1-dis-2;adv;han;1;dis;2;2023;7;31;clement_brun;zabdi_lopez;2670;2700;1;0;0;NA
adv-han-1-dis-2;adv;han;1;dis;2;2023;7;31;clement_brun;zabdi_lopez;2740;2850;0;1;0;NA
adv-han-1-dis-2;adv;han;1;dis;2;2023;7;31;clement_brun;zabdi_lopez;2880;2880;1;0;0;NA
adv-han-1-dry-1;adv;han;1;dry;1;2023;7;31;zabdi_lopez;clement_brun;NA;NA;0;0;0;no grubbing
adv-han-1-dry-2;adv;han;1;dry;2;2023;7;31;zabdi_lopez;clement_brun;NA;NA;0;0;0;no grubbing
adv-han-1-mos-1;adv;han;1;mos;1;2023;7;31;zabdi_lopez;clement_brun;0;80;1;0;0;NA
adv-han-1-mos-1;adv;han;1;mos;1;2023;7;31;zabdi_lopez;clement_brun;350;350;1;0;0;NA
adv-han-1-mos-1;adv;han;1;mos;1;2023;7;31;zabdi_lopez;clement_brun;590;590;1;0;0;NA
adv-han-1-mos-1;adv;han;1;mos;1;2023;7;31;zabdi_lopez;clement_brun;1470;1500;1;0;0;NA
adv-han-1-mos-1;adv;han;1;mos;1;2023;7;31;zabdi_lopez;clement_brun;1790;1830;1;0;0;NA
adv-han-1-mos-1;adv;han;1;mos;1;2023;7;31;zabdi_lopez;clement_brun;2670;2670;1;0;0;NA
adv-han-1-mos-2;adv;han;1;mos;2;2023;7;31;zabdi_lopez;clement_brun;420;420;1;0;0;NA
adv-han-1-mos-2;adv;han;1;mos;2;2023;7;31;zabdi_lopez;clement_brun;1330;1330;1;0;0;NA
adv-han-1-mos-2;adv;han;1;mos;2;2023;7;31;zabdi_lopez;clement_brun;1450;1600;1;1;0;NA
adv-han-1-mos-2;adv;han;1;mos;2;2023;7;31;zabdi_lopez;clement_brun;1950;1950;1;0;0;NA
adv-han-1-mos-2;adv;han;1;mos;2;2023;7;31;zabdi_lopez;clement_brun;2040;2040;1;0;0;NA
adv-jan-1-dis-1;adv;jan;1;dis;1;2023;7;22;tabor_noteboom;NA;40;60;1;0;0;NA
adv-jan-1-dis-1;adv;jan;1;dis;1;2023;7;22;tabor_noteboom;NA;170;180;1;0;0;NA
adv-jan-1-dis-1;adv;jan;1;dis;1;2023;7;22;tabor_noteboom;NA;780;890;1;0;0;NA
adv-jan-1-dis-1;adv;jan;1;dis;1;2023;7;22;tabor_noteboom;NA;1130;1145;1;0;0;NA
adv-jan-1-dis-1;adv;jan;1;dis;1;2023;7;22;tabor_noteboom;NA;2440;2445;1;0;0;NA
adv-jan-1-dis-1;adv;jan;1;dis;1;2023;7;22;tabor_noteboom;NA;2650;2650;1;0;0;NA
adv-jan-1-dis-2;adv;jan;1;dis;2;2023;7;22;tabor_noteboom;NA;250;290;1;0;0;NA
adv-jan-1-dis-2;adv;jan;1;dis;2;2023;7;22;tabor_noteboom;NA;310;320;1;0;0;NA
adv-jan-1-dis-2;adv;jan;1;dis;2;2023;7;22;tabor_noteboom;NA;780;890;1;0;0;NA
adv-jan-1-dry-1;adv;jan;1;dry;1;2023;7;22;tabor_noteboom;NA;NA;NA;0;0;0;no grubbing
adv-jan-1-dry-2;adv;jan;1;dry;2;2023;7;22;tabor_noteboom;zabdi_lopez;NA;NA;0;0;0;no picking
adv-jan-1-mos-1;adv;jan;1;mos;1;2023;7;22;tabor_noteboom;zabdi_lopez;1600;1620;1;0;0;NA
adv-jan-1-mos-1;adv;jan;1;mos;1;2023;7;22;tabor_noteboom;zabdi_lopez;2970;2980;1;0;0;NA
adv-jan-1-mos-2;adv;jan;1;mos;2;2023;7;22;tabor_noteboom;NA;50;80;1;0;0;NA
adv-jan-1-mos-2;adv;jan;1;mos;2;2023;7;22;tabor_noteboom;NA;230;250;0;1;0;NA
adv-jan-1-mos-2;adv;jan;1;mos;2;2023;7;22;tabor_noteboom;NA;840;860;1;0;0;NA
adv-jan-1-mos-2;adv;jan;1;mos;2;2023;7;22;tabor_noteboom;NA;940;990;1;0;0;hard to say if its from this year
adv-jan-1-mos-2;adv;jan;1;mos;2;2023;7;22;tabor_noteboom;NA;2480;2490;1;0;0;NA
adv-jan-1-mos-2;adv;jan;1;mos;2;2023;7;22;tabor_noteboom;NA;2530;2560;1;0;0;NA
adv-jan-1-mos-2;adv;jan;1;mos;2;2023;7;22;tabor_noteboom;NA;2830;2850;1;0;0;NA
adv-jan-2-dis-1;adv;jan;2;dis;1;2023;7;22;tabor_noteboom;NA;NA;NA;0;0;0;no grubbing, only reindeer hoofprints
adv-jan-2-dry-1;adv;jan;2;dry;1;2023;7;22;tabor_noteboom;NA;NA;NA;0;0;0;no grubbing
adv-jan-2-mos-1;adv;jan;2;mos;1;2023;7;22;tabor_noteboom;NA;NA;NA;0;0;0;no grubbing, only reindeer hoofprints
alk-alk-1-mos-1;alk;alk;1;mos;1;2023;8;3;zabdi_lopez;clement_brun;NA;NA;0;0;0;no grubbing
alk-alk-1-mos-2;alk;alk;1;mos;2;2023;8;3;zabdi_lopez;clement_brun;20;20;1;0;0;NA
alk-alk-2-mos-1;alk;alk;2;mos;1;2023;8;3;clement_brun;zabdi_lopez;NA;NA;0;0;0;no grubbing
bro-lei-1-dry-1;bro;lei;1;dry;1;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-1;bro;lei;1;dry;1;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-1;bro;lei;1;dry;1;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-1;bro;lei;1;dry;1;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-1;bro;lei;1;dry;1;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-1;bro;lei;1;dry;1;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-1;bro;lei;1;dry;1;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-1;bro;lei;1;dry;1;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-1;bro;lei;1;dry;1;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-1;bro;lei;1;dry;1;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-1;bro;lei;1;dry;1;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-2;bro;lei;1;dry;2;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-2;bro;lei;1;dry;2;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-2;bro;lei;1;dry;2;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-2;bro;lei;1;dry;2;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-2;bro;lei;1;dry;2;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-2;bro;lei;1;dry;2;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-2;bro;lei;1;dry;2;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-2;bro;lei;1;dry;2;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-2;bro;lei;1;dry;2;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-2;bro;lei;1;dry;2;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-2;bro;lei;1;dry;2;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-3;bro;lei;1;dry;3;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-3;bro;lei;1;dry;3;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-3;bro;lei;1;dry;3;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-3;bro;lei;1;dry;3;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-3;bro;lei;1;dry;3;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-3;bro;lei;1;dry;3;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-3;bro;lei;1;dry;3;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-3;bro;lei;1;dry;3;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-3;bro;lei;1;dry;3;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-3;bro;lei;1;dry;3;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-lei-1-dry-3;bro;lei;1;dry;3;2023;7;26;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-sim-1-dis-1;bro;sim;1;dis;1;2023;7;27;jesper_mosbacher;david_studer;107;NA;1;0;0;NA
bro-sim-1-dis-1;bro;sim;1;dis;1;2023;7;27;jesper_mosbacher;david_studer;272;NA;1;0;0;NA
bro-sim-1-dis-1;bro;sim;1;dis;1;2023;7;27;jesper_mosbacher;david_studer;1070;NA;1;0;0;NA
bro-sim-1-dis-1;bro;sim;1;dis;1;2023;7;27;jesper_mosbacher;david_studer;1704;NA;1;0;0;NA
bro-sim-1-dis-1;bro;sim;1;dis;1;2023;7;27;jesper_mosbacher;david_studer;1722;NA;1;0;0;NA
bro-sim-1-dis-1;bro;sim;1;dis;1;2023;7;27;jesper_mosbacher;david_studer;1738;NA;1;0;0;NA
bro-sim-1-dis-1;bro;sim;1;dis;1;2023;7;27;jesper_mosbacher;david_studer;1809;NA;1;0;0;NA
bro-sim-1-dis-1;bro;sim;1;dis;1;2023;7;27;jesper_mosbacher;david_studer;1925;NA;1;0;0;NA
bro-sim-1-dis-1;bro;sim;1;dis;1;2023;7;27;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-sim-1-dis-1;bro;sim;1;dis;1;2023;7;27;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-sim-1-dis-1;bro;sim;1;dis;1;2023;7;27;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-sim-1-dis-2;bro;sim;1;dis;2;2023;7;27;jesper_mosbacher;david_studer;350;NA;1;0;0;NA
bro-sim-1-dis-2;bro;sim;1;dis;2;2023;7;27;jesper_mosbacher;david_studer;437;NA;1;0;0;NA
bro-sim-1-dis-2;bro;sim;1;dis;2;2023;7;27;jesper_mosbacher;david_studer;507;NA;1;0;0;NA
bro-sim-1-dis-2;bro;sim;1;dis;2;2023;7;27;jesper_mosbacher;david_studer;775;NA;1;0;0;NA
bro-sim-1-dis-2;bro;sim;1;dis;2;2023;7;27;jesper_mosbacher;david_studer;1018;NA;1;0;0;NA
bro-sim-1-dis-2;bro;sim;1;dis;2;2023;7;27;jesper_mosbacher;david_studer;1960;NA;1;0;0;NA
bro-sim-1-dis-2;bro;sim;1;dis;2;2023;7;27;jesper_mosbacher;david_studer;2410;NA;1;0;0;NA
bro-sim-1-dis-2;bro;sim;1;dis;2;2023;7;27;jesper_mosbacher;david_studer;2627;NA;1;0;0;NA
bro-sim-1-dis-2;bro;sim;1;dis;2;2023;7;27;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-sim-1-dis-2;bro;sim;1;dis;2;2023;7;27;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-sim-1-dis-2;bro;sim;1;dis;2;2023;7;27;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-sim-1-dis-3;bro;sim;1;dis;3;2023;7;27;jesper_mosbacher;david_studer;615;NA;1;0;0;NA
bro-sim-1-dis-3;bro;sim;1;dis;3;2023;7;27;jesper_mosbacher;david_studer;660;NA;1;0;0;NA
bro-sim-1-dis-3;bro;sim;1;dis;3;2023;7;27;jesper_mosbacher;david_studer;745;NA;1;0;0;NA
bro-sim-1-dis-3;bro;sim;1;dis;3;2023;7;27;jesper_mosbacher;david_studer;795;NA;1;0;0;NA
bro-sim-1-dis-3;bro;sim;1;dis;3;2023;7;27;jesper_mosbacher;david_studer;1650;NA;1;0;0;NA
bro-sim-1-dis-3;bro;sim;1;dis;3;2023;7;27;jesper_mosbacher;david_studer;1762;NA;1;0;0;NA
bro-sim-1-dis-3;bro;sim;1;dis;3;2023;7;27;jesper_mosbacher;david_studer;1915;NA;1;0;0;NA
bro-sim-1-dis-3;bro;sim;1;dis;3;2023;7;27;jesper_mosbacher;david_studer;1970;NA;1;0;0;NA
bro-sim-1-dis-3;bro;sim;1;dis;3;2023;7;27;jesper_mosbacher;david_studer;2725;NA;1;0;0;NA
bro-sim-1-dis-3;bro;sim;1;dis;3;2023;7;27;jesper_mosbacher;david_studer;2877;NA;1;0;0;NA
bro-sim-1-dis-3;bro;sim;1;dis;3;2023;7;27;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
bro-sim-1-mos-1;bro;sim;1;mos;1;2023;7;27;jesper_mosbacher;david_studer;918;NA;1;0;0;NA
bro-sim-1-mos-1;bro;sim;1;mos;1;2023;7;27;jesper_mosbacher;david_studer;1002;NA;1;0;0;NA
bro-sim-1-mos-1;bro;sim;1;mos;1;2023;7;27;jesper_mosbacher;david_studer;1130;NA;1;0;0;NA
bro-sim-1-mos-1;bro;sim;1;mos;1;2023;7;27;jesper_mosbacher;david_studer;NA;NA;0;0;0;NA
