Plot_Nr;start_cm_of_grub; end_cm_of_grub;Year
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset1;8.99;9;2018
Gaset1;NA;NA;2018
Gaset1;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;7.21;7.28;2018
Gaset2;7.31;7.43;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;10.67;10.73;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset2;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;22.47;22.48;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;20.97;21.02;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset5;23.09;23.13;2018
Gaset5;NA;NA;2018
Gaset5;23.31;23.36;2018
Gaset5;NA;NA;2018
Gaset5;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;1.44;1.74;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;15.8;15.82;2018
Gaset6;15.88;15.99;2018
Gaset6;16.1;16.16;2018
Gaset6;NA;NA;2018
Gaset6;16.19;16.21;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;20.32;20.43;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Gaset6;NA;NA;2018
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;1.7;1.84;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;6.3;7.73;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;8.44;8.48;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;8.89;8.91;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;10.5;10.59;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;10.97;11;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;11.48;11.51;2019
Nois1;NA;NA;2019
Nois1;11.62;12.57;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;16.65;16.73;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;17.14;17.15;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;21.9;22.25;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;22.88;23.1;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois1;NA;NA;2019
Nois2;NA;NA;2019
Nois2;2;4.2;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;10.17;10.24;2019
Nois2;10.34;10.42;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;10.71;10.8;2019
Nois2;10.83;10.89;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Nois2;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;0.84;0.99;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;3.91;5.28;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;NA;NA;2019
Gaset4;9.48;9.6;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;1.76;1.78;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;2.77;2.79;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;4.15;4.2;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;4.32;4.49;2019
Gaset1;NA;NA;2019
Gaset1;4.87;4.89;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;6.98;7;2019
Gaset1;NA;NA;2019
Gaset1;NA;NA;2019
Gaset1;7.7;7.78;2019
Gaset1;NA;NA;2019
Gaset1;8.01;8.02;2019
Gaset1;NA;NA;2019
Gaset1;8.81;8.83;2019
Gaset1;NA;NA;2019
Gaset1;9.06;9.08;2019
Gaset1;9.21;9.23;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;5.59;5.9;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;6.56;6.58;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset2;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;20.17;20.2;2019
Gaset5;NA;NA;2019
Gaset5;20.56;20.58;2019
Gaset5;20.97;21;2019
Gaset5;NA;NA;2019
Gaset5;21.09;21.12;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;NA;NA;2019
Gaset5;23.9;23.92;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;15.02;15.48;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;15.9;15.97;2019
Gaset6;16.06;16.23;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;19.93;20.08;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;NA;NA;2019
Gaset6;20.73;20.96;2019
Nois1;0.21;0.28;2022
Nois1;NA;NA;2022
Nois1;0.38;0.41;2022
Nois1;NA;NA;2022
Nois1;0.86;0.92;2022
Nois1;1.04;1.11;2022
Nois1;1.58;1.6;2022
Nois1;1.69;1.71;2022
Nois1;1.72;1.73;2022
Nois1;1.75;1.8;2022
Nois1;NA;NA;2022
Nois1;2.36;2.4;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;6.42;7.74;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;8.43;8.49;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;11.73;12.58;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;16.5;16.54;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;17.1;17.27;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;17.45;17.51;2022
Nois1;17.6;17.62;2022
Nois1;17.65;17.85;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;21.48;21.6;2022
Nois1;21.73;22.45;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;23.6;23.65;2022
Nois1;23.72;23.74;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;25.09;25.22;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois1;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;10.45;10.47;2022
Nois2;10.49;10.52;2022
Nois2;10.67;10.71;2022
Nois2;10.73;10.89;2022
Nois2;NA;NA;2022
Nois2;11.34;11.41;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Nois2;NA;NA;2022
Gaset4;NA;NA;2022
Gaset4;NA;NA;2022
Gaset4;0.88;0.92;2022
Gaset4;NA;NA;2022
Gaset4;1.15;1.2;2022
Gaset4;NA;NA;2022
Gaset4;1.65;1.7;2022
Gaset4;NA;NA;2022
Gaset4;1.75;1.79;2022
Gaset4;NA;NA;2022
Gaset4;1.97;1.99;2022
Gaset4;NA;NA;2022
Gaset4;2.09;2.15;2022
Gaset4;NA;NA;2022
Gaset4;NA;NA;2022
Gaset4;NA;NA;2022
Gaset4;2.26;2.32;2022
Gaset4;3.79;5.33;2022
Gaset4;NA;NA;2022
Gaset4;NA;NA;2022
Gaset4;6.7;6.74;2022
Gaset4;NA;NA;2022
Gaset4;7.02;7.09;2022
Gaset4;NA;NA;2022
Gaset4;7.52;7.53;2022
Gaset4;NA;NA;2022
Gaset4;7.58;8;2022
Gaset4;NA;NA;2022
Gaset4;NA;NA;2022
Gaset4;NA;NA;2022
Gaset4;8.09;8.28;2022
Gaset4;NA;NA;2022
Gaset4;NA;NA;2022
Gaset4;NA;NA;2022
Gaset4;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;1.42;1.45;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;2.89;2.91;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;4.09;4.2;2022
Gaset1;4.21;4.25;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;4.74;4.8;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;5.02;5.06;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;6.1;6.35;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;6.84;6.91;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;7.59;7.61;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset1;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;7.02;7.41;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;10.43;10.47;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;NA;NA;2022
Gaset2;12.51;12.52;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset5;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;9.42;9.43;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;15.12;16.2;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;16.02;16.17;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;19.98;20.24;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;20.51;20.55;2022
Gaset6;NA;NA;2022
Gaset6;NA;NA;2022
Gaset6;20.73;21.27;2022
