year;date;place;transect ;plot;transect_plot;habitat;frame_no;grub_SPR;probe_SPR ;p_a;observer;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;1;71;15;5;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;1;71;15;6;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;1;71;15;7;na;1;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;1;71;15;8;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;2;72;17;1;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;2;72;17;2;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;2;72;17;3;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;2;72;17;4;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;2;72;17;5;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;2;72;17;6;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;2;72;17;7;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;2;72;17;8;25;1;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;3;73;17;1;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;3;73;17;2;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;3;73;17;3;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;3;73;17;4;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;3;73;17;5;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;3;73;17;6;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;3;73;17;7;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;3;73;17;8;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;4;74;17;1;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;4;74;17;2;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;4;74;17;3;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;4;74;17;4;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;4;74;17;5;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;4;74;17;6;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;4;74;17;7;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;7;4;74;17;8;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;1;81;15;1;25;1;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;1;81;15;2;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;1;81;15;3;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;1;81;15;4;25;3;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;1;81;15;5;25;4;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;1;81;15;6;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;1;81;15;7;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;1;81;15;8;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;2;82;17;1;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;2;82;17;2;25;6;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;2;82;17;3;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;2;82;17;4;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;2;82;17;5;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;2;82;17;6;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;2;82;17;7;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;2;82;17;8;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;3;83;17;1;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;3;83;17;2;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;3;83;17;3;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;3;83;17;4;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;3;83;17;5;25;3;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;3;83;17;6;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;3;83;17;7;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;3;83;17;8;25;1;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;4;84;17;1;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;4;84;17;2;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;4;84;17;3;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;4;84;17;4;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;4;84;17;5;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;4;84;17;6;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;4;84;17;7;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;12_July;Hanaskogdalen S;8;4;84;17;8;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;1;91;15;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;1;91;15;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;1;91;15;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;1;91;15;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;1;91;15;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;1;91;15;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;1;91;15;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;1;91;15;8;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;2;92;15;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;2;92;15;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;2;92;15;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;2;92;15;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;2;92;15;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;2;92;15;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;2;92;15;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;2;92;15;8;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;3;93;15;1;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;3;93;15;2;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;3;93;15;3;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;3;93;15;4;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;3;93;15;5;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;3;93;15;6;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;3;93;15;7;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;3;93;15;8;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;4;94;15;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;4;94;15;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;4;94;15;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;4;94;15;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;4;94;15;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;4;94;15;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;4;94;15;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;9;4;94;15;8;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;1;101;11;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;1;101;11;2;25;2;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;1;101;11;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;1;101;11;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;1;101;11;5;25;2;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;1;101;11;6;25;2;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;1;101;11;7;25;8;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;1;101;11;8;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;2;102;15;1;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;2;102;15;2;25;2;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;2;102;15;3;25;8;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;2;102;15;4;25;4;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;2;102;15;5;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;2;102;15;6;na;na;0;Karin;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;2;102;15;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;2;102;15;8;25;na;1;Karin;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;3;103;15;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;3;103;15;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;3;103;15;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;3;103;15;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;3;103;15;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;3;103;15;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;3;103;15;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;3;103;15;8;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;4;104;15;1;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;4;104;15;2;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;4;104;15;3;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;4;104;15;4;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;4;104;15;5;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;4;104;15;6;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;4;104;15;7;na;na;0;Yann;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;10;4;104;15;8;25;1;1;Yann;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;1;111;16;1;25;6;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;1;111;16;2;25;4;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;1;111;16;3;25;2;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;1;111;16;4;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;1;111;16;5;25;na;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;1;111;16;6;25;na;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;1;111;16;7;25;2;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;1;111;16;8;25;3;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;2;112;12;1;25;1;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;2;112;12;2;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;2;112;12;3;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;2;112;12;4;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;2;112;12;5;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;2;112;12;6;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;2;112;12;7;25;na;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;2;112;12;8;25;na;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;3;113;16;1;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;3;113;16;2;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;3;113;16;3;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;3;113;16;4;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;3;113;16;5;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;3;113;16;6;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;3;113;16;7;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;3;113;16;8;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;4;114;15;1;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;4;114;15;2;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;4;114;15;3;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;4;114;15;4;25;2;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;4;114;15;5;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;4;114;15;6;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;4;114;15;7;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;5_July;Fivelflyene;11;4;114;15;8;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;1;121;11;1;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;1;121;11;2;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;1;121;11;3;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;1;121;11;4;25;na;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;1;121;11;5;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;1;121;11;6;25;3;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;1;121;11;7;25;na;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;1;121;11;8;25;2;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;2;122;11;1;25;1;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;2;122;11;2;75;15;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;2;122;11;3;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;2;122;11;4;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;2;122;11;5;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;2;122;11;6;50;5;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;2;122;11;7;25;1;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;2;122;11;8;25;2;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;3;123;16;1;25;na;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;3;123;16;2;25;na;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;3;123;16;3;25;3;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;3;123;16;4;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;3;123;16;5;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;3;123;16;6;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;3;123;16;7;25;na;1;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;3;123;16;8;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;4;124;15;1;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;4;124;15;2;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;4;124;15;3;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;4;124;15;4;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;4;124;15;5;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;4;124;15;6;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;4;124;15;7;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;6_July;Fivelflyene;12;4;124;15;8;na;na;0;Aashild;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;1;131;11;1;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;1;131;11;2;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;1;131;11;3;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;1;131;11;4;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;1;131;11;5;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;1;131;11;6;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;1;131;11;7;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;1;131;11;8;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;2;132;10;1;25;2;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;2;132;10;2;na;na;0;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;2;132;10;3;25;1;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;2;132;10;4;25;1;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;2;132;10;5;25;3;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;2;132;10;6;25;na;1;Kajsa;;;;;;;;;;;;;;;;;;;;
2011;3_July;Isdammen;13;2;132;10;7;25;na;1;Kajsa;;;;;;;;;;;;;;;;;;;;
