name;station;day;month;year;mean_temp
Svalbard Lufthavn;SN99840;1;5;1990;-12.2
Svalbard Lufthavn;SN99840;2;5;1990;-10.2
Svalbard Lufthavn;SN99840;3;5;1990;-10.8
Svalbard Lufthavn;SN99840;4;5;1990;-6
Svalbard Lufthavn;SN99840;5;5;1990;-5.8
Svalbard Lufthavn;SN99840;6;5;1990;-7.5
Svalbard Lufthavn;SN99840;7;5;1990;-7.4
Svalbard Lufthavn;SN99840;8;5;1990;-8.5
Svalbard Lufthavn;SN99840;9;5;1990;-5.1
Svalbard Lufthavn;SN99840;10;5;1990;-6.5
Svalbard Lufthavn;SN99840;11;5;1990;-5.8
Svalbard Lufthavn;SN99840;12;5;1990;-3.9
Svalbard Lufthavn;SN99840;13;5;1990;-1.8
Svalbard Lufthavn;SN99840;14;5;1990;-2.4
Svalbard Lufthavn;SN99840;15;5;1990;-3.9
Svalbard Lufthavn;SN99840;16;5;1990;-4.9
Svalbard Lufthavn;SN99840;17;5;1990;-4
Svalbard Lufthavn;SN99840;18;5;1990;-2.3
Svalbard Lufthavn;SN99840;19;5;1990;-1.6
Svalbard Lufthavn;SN99840;20;5;1990;-1.5
Svalbard Lufthavn;SN99840;21;5;1990;-1.4
Svalbard Lufthavn;SN99840;22;5;1990;-1.6
Svalbard Lufthavn;SN99840;23;5;1990;-1.7
Svalbard Lufthavn;SN99840;24;5;1990;-2.3
Svalbard Lufthavn;SN99840;25;5;1990;-2.7
Svalbard Lufthavn;SN99840;26;5;1990;-1.9
Svalbard Lufthavn;SN99840;27;5;1990;-0.7
Svalbard Lufthavn;SN99840;28;5;1990;1.8
Svalbard Lufthavn;SN99840;29;5;1990;-0.1
Svalbard Lufthavn;SN99840;30;5;1990;-0.8
Svalbard Lufthavn;SN99840;31;5;1990;-2.5
Svalbard Lufthavn;SN99840;1;5;1991;-2.5
Svalbard Lufthavn;SN99840;2;5;1991;-6
Svalbard Lufthavn;SN99840;3;5;1991;-9.2
Svalbard Lufthavn;SN99840;4;5;1991;-9.6
Svalbard Lufthavn;SN99840;5;5;1991;-12.2
Svalbard Lufthavn;SN99840;6;5;1991;-13.7
Svalbard Lufthavn;SN99840;7;5;1991;-11.8
Svalbard Lufthavn;SN99840;8;5;1991;-7.4
Svalbard Lufthavn;SN99840;9;5;1991;-6.8
Svalbard Lufthavn;SN99840;10;5;1991;-7.6
Svalbard Lufthavn;SN99840;11;5;1991;-9.8
Svalbard Lufthavn;SN99840;12;5;1991;-8
Svalbard Lufthavn;SN99840;13;5;1991;-6.5
Svalbard Lufthavn;SN99840;14;5;1991;-6.7
Svalbard Lufthavn;SN99840;15;5;1991;-6.7
Svalbard Lufthavn;SN99840;16;5;1991;-4.7
Svalbard Lufthavn;SN99840;17;5;1991;-0.6
Svalbard Lufthavn;SN99840;18;5;1991;2.1
Svalbard Lufthavn;SN99840;19;5;1991;0.4
Svalbard Lufthavn;SN99840;20;5;1991;-0.9
Svalbard Lufthavn;SN99840;21;5;1991;-0.6
Svalbard Lufthavn;SN99840;22;5;1991;-0.7
Svalbard Lufthavn;SN99840;23;5;1991;-1.1
Svalbard Lufthavn;SN99840;24;5;1991;-2.4
Svalbard Lufthavn;SN99840;25;5;1991;-1.8
Svalbard Lufthavn;SN99840;26;5;1991;-1
Svalbard Lufthavn;SN99840;27;5;1991;1.6
Svalbard Lufthavn;SN99840;28;5;1991;3.6
Svalbard Lufthavn;SN99840;29;5;1991;2.8
Svalbard Lufthavn;SN99840;30;5;1991;3.2
Svalbard Lufthavn;SN99840;31;5;1991;1.7
Svalbard Lufthavn;SN99840;1;5;1992;0.4
Svalbard Lufthavn;SN99840;2;5;1992;-0.7
Svalbard Lufthavn;SN99840;3;5;1992;-2.6
Svalbard Lufthavn;SN99840;4;5;1992;-4.5
Svalbard Lufthavn;SN99840;5;5;1992;-5
Svalbard Lufthavn;SN99840;6;5;1992;-0.8
Svalbard Lufthavn;SN99840;7;5;1992;-0.7
Svalbard Lufthavn;SN99840;8;5;1992;-1
Svalbard Lufthavn;SN99840;9;5;1992;1.2
Svalbard Lufthavn;SN99840;10;5;1992;-2.8
Svalbard Lufthavn;SN99840;11;5;1992;-5.6
Svalbard Lufthavn;SN99840;12;5;1992;-2.7
Svalbard Lufthavn;SN99840;13;5;1992;-1.7
Svalbard Lufthavn;SN99840;14;5;1992;-3.8
Svalbard Lufthavn;SN99840;15;5;1992;-4.8
Svalbard Lufthavn;SN99840;16;5;1992;-5.8
Svalbard Lufthavn;SN99840;17;5;1992;-6.7
Svalbard Lufthavn;SN99840;18;5;1992;-7.1
Svalbard Lufthavn;SN99840;19;5;1992;-6.8
Svalbard Lufthavn;SN99840;20;5;1992;-4.4
Svalbard Lufthavn;SN99840;21;5;1992;-1.7
Svalbard Lufthavn;SN99840;22;5;1992;-0.2
Svalbard Lufthavn;SN99840;23;5;1992;-2.7
Svalbard Lufthavn;SN99840;24;5;1992;-4.1
Svalbard Lufthavn;SN99840;25;5;1992;-1.5
Svalbard Lufthavn;SN99840;26;5;1992;-0.4
Svalbard Lufthavn;SN99840;27;5;1992;0.8
Svalbard Lufthavn;SN99840;28;5;1992;-0.9
Svalbard Lufthavn;SN99840;29;5;1992;-2.8
Svalbard Lufthavn;SN99840;30;5;1992;-2.4
Svalbard Lufthavn;SN99840;31;5;1992;-1
Svalbard Lufthavn;SN99840;1;5;1993;-11.1
Svalbard Lufthavn;SN99840;2;5;1993;-13.5
Svalbard Lufthavn;SN99840;3;5;1993;-9.4
Svalbard Lufthavn;SN99840;4;5;1993;-6.8
Svalbard Lufthavn;SN99840;5;5;1993;-4.2
Svalbard Lufthavn;SN99840;6;5;1993;1.4
Svalbard Lufthavn;SN99840;7;5;1993;0.8
Svalbard Lufthavn;SN99840;8;5;1993;-1.9
Svalbard Lufthavn;SN99840;9;5;1993;-3.5
Svalbard Lufthavn;SN99840;10;5;1993;-3.9
Svalbard Lufthavn;SN99840;11;5;1993;-5.5
Svalbard Lufthavn;SN99840;12;5;1993;-5.1
Svalbard Lufthavn;SN99840;13;5;1993;-6.7
Svalbard Lufthavn;SN99840;14;5;1993;-7.6
Svalbard Lufthavn;SN99840;15;5;1993;-7.9
Svalbard Lufthavn;SN99840;16;5;1993;-7.7
Svalbard Lufthavn;SN99840;17;5;1993;-5.8
Svalbard Lufthavn;SN99840;18;5;1993;-4.4
Svalbard Lufthavn;SN99840;19;5;1993;-3.4
Svalbard Lufthavn;SN99840;20;5;1993;-3
Svalbard Lufthavn;SN99840;21;5;1993;-0.6
Svalbard Lufthavn;SN99840;22;5;1993;-1.3
Svalbard Lufthavn;SN99840;23;5;1993;-0.9
Svalbard Lufthavn;SN99840;24;5;1993;-2.5
Svalbard Lufthavn;SN99840;25;5;1993;-2.7
Svalbard Lufthavn;SN99840;26;5;1993;-0.5
Svalbard Lufthavn;SN99840;27;5;1993;1.4
Svalbard Lufthavn;SN99840;28;5;1993;0.5
Svalbard Lufthavn;SN99840;29;5;1993;1.6
Svalbard Lufthavn;SN99840;30;5;1993;0.3
Svalbard Lufthavn;SN99840;31;5;1993;-1
Svalbard Lufthavn;SN99840;1;5;1994;-10.6
Svalbard Lufthavn;SN99840;2;5;1994;-10.2
Svalbard Lufthavn;SN99840;3;5;1994;-9.8
Svalbard Lufthavn;SN99840;4;5;1994;-8
Svalbard Lufthavn;SN99840;5;5;1994;-11.5
Svalbard Lufthavn;SN99840;6;5;1994;-9
Svalbard Lufthavn;SN99840;7;5;1994;-8.3
Svalbard Lufthavn;SN99840;8;5;1994;-8.9
Svalbard Lufthavn;SN99840;9;5;1994;-3.8
Svalbard Lufthavn;SN99840;10;5;1994;-1.9
Svalbard Lufthavn;SN99840;11;5;1994;-1.2
Svalbard Lufthavn;SN99840;12;5;1994;-1.4
Svalbard Lufthavn;SN99840;13;5;1994;-2.6
Svalbard Lufthavn;SN99840;14;5;1994;-3.2
Svalbard Lufthavn;SN99840;15;5;1994;-5.6
Svalbard Lufthavn;SN99840;16;5;1994;-4.5
Svalbard Lufthavn;SN99840;17;5;1994;-3.2
Svalbard Lufthavn;SN99840;18;5;1994;-1.8
Svalbard Lufthavn;SN99840;19;5;1994;-2.6
Svalbard Lufthavn;SN99840;20;5;1994;-5.6
Svalbard Lufthavn;SN99840;21;5;1994;-4.5
Svalbard Lufthavn;SN99840;22;5;1994;-1
Svalbard Lufthavn;SN99840;23;5;1994;1.8
Svalbard Lufthavn;SN99840;24;5;1994;2.3
Svalbard Lufthavn;SN99840;25;5;1994;0.6
Svalbard Lufthavn;SN99840;26;5;1994;-0.3
Svalbard Lufthavn;SN99840;27;5;1994;0.3
Svalbard Lufthavn;SN99840;28;5;1994;0.2
Svalbard Lufthavn;SN99840;29;5;1994;-2
Svalbard Lufthavn;SN99840;30;5;1994;-2.6
Svalbard Lufthavn;SN99840;31;5;1994;-3.1
Svalbard Lufthavn;SN99840;1;5;1995;-1.3
Svalbard Lufthavn;SN99840;2;5;1995;-3.2
Svalbard Lufthavn;SN99840;3;5;1995;-4.5
Svalbard Lufthavn;SN99840;4;5;1995;-4.4
Svalbard Lufthavn;SN99840;5;5;1995;-8.3
Svalbard Lufthavn;SN99840;6;5;1995;-8.8
Svalbard Lufthavn;SN99840;7;5;1995;-8.5
Svalbard Lufthavn;SN99840;8;5;1995;-8.5
Svalbard Lufthavn;SN99840;9;5;1995;-9.6
Svalbard Lufthavn;SN99840;10;5;1995;-8.9
Svalbard Lufthavn;SN99840;11;5;1995;-8.1
Svalbard Lufthavn;SN99840;12;5;1995;-7
Svalbard Lufthavn;SN99840;13;5;1995;-5.9
Svalbard Lufthavn;SN99840;14;5;1995;-2.6
Svalbard Lufthavn;SN99840;15;5;1995;-1.4
Svalbard Lufthavn;SN99840;16;5;1995;-0.5
Svalbard Lufthavn;SN99840;17;5;1995;-0.2
Svalbard Lufthavn;SN99840;18;5;1995;1.9
Svalbard Lufthavn;SN99840;19;5;1995;3.1
Svalbard Lufthavn;SN99840;20;5;1995;2.8
Svalbard Lufthavn;SN99840;21;5;1995;2
Svalbard Lufthavn;SN99840;22;5;1995;0.8
Svalbard Lufthavn;SN99840;23;5;1995;0.8
Svalbard Lufthavn;SN99840;24;5;1995;1
Svalbard Lufthavn;SN99840;25;5;1995;0
Svalbard Lufthavn;SN99840;26;5;1995;0.6
Svalbard Lufthavn;SN99840;27;5;1995;2.2
Svalbard Lufthavn;SN99840;28;5;1995;-1.7
Svalbard Lufthavn;SN99840;29;5;1995;-0.7
Svalbard Lufthavn;SN99840;30;5;1995;0.6
Svalbard Lufthavn;SN99840;31;5;1995;-0.1
Svalbard Lufthavn;SN99840;1;5;1996;-10.2
Svalbard Lufthavn;SN99840;2;5;1996;-12
Svalbard Lufthavn;SN99840;3;5;1996;-11.7
Svalbard Lufthavn;SN99840;4;5;1996;-9.8
Svalbard Lufthavn;SN99840;5;5;1996;-13.2
Svalbard Lufthavn;SN99840;6;5;1996;-10.5
Svalbard Lufthavn;SN99840;7;5;1996;-10.6
Svalbard Lufthavn;SN99840;8;5;1996;-9.8
Svalbard Lufthavn;SN99840;9;5;1996;-7.3
Svalbard Lufthavn;SN99840;10;5;1996;-4
Svalbard Lufthavn;SN99840;11;5;1996;-3.1
Svalbard Lufthavn;SN99840;12;5;1996;-5.6
Svalbard Lufthavn;SN99840;13;5;1996;-9.8
Svalbard Lufthavn;SN99840;14;5;1996;-5.9
Svalbard Lufthavn;SN99840;15;5;1996;-3.5
Svalbard Lufthavn;SN99840;16;5;1996;-4.3
Svalbard Lufthavn;SN99840;17;5;1996;-0.5
Svalbard Lufthavn;SN99840;18;5;1996;-0.9
Svalbard Lufthavn;SN99840;19;5;1996;-0.8
Svalbard Lufthavn;SN99840;20;5;1996;-0.8
Svalbard Lufthavn;SN99840;21;5;1996;-1.6
Svalbard Lufthavn;SN99840;22;5;1996;-1.6
Svalbard Lufthavn;SN99840;23;5;1996;-0.3
Svalbard Lufthavn;SN99840;24;5;1996;-1.9
Svalbard Lufthavn;SN99840;25;5;1996;-1.6
Svalbard Lufthavn;SN99840;26;5;1996;-2.5
Svalbard Lufthavn;SN99840;27;5;1996;-2
Svalbard Lufthavn;SN99840;28;5;1996;-1.9
Svalbard Lufthavn;SN99840;29;5;1996;-1.7
Svalbard Lufthavn;SN99840;30;5;1996;-0.3
Svalbard Lufthavn;SN99840;31;5;1996;0.6
Svalbard Lufthavn;SN99840;1;5;1997;-9.4
Svalbard Lufthavn;SN99840;2;5;1997;-9
Svalbard Lufthavn;SN99840;3;5;1997;-7.5
Svalbard Lufthavn;SN99840;4;5;1997;-5.5
Svalbard Lufthavn;SN99840;5;5;1997;-4.8
Svalbard Lufthavn;SN99840;6;5;1997;-4.7
Svalbard Lufthavn;SN99840;7;5;1997;-1.3
Svalbard Lufthavn;SN99840;8;5;1997;0.6
Svalbard Lufthavn;SN99840;9;5;1997;-1
Svalbard Lufthavn;SN99840;10;5;1997;-1.9
Svalbard Lufthavn;SN99840;11;5;1997;-1.5
Svalbard Lufthavn;SN99840;12;5;1997;-2.9
Svalbard Lufthavn;SN99840;13;5;1997;-4.5
Svalbard Lufthavn;SN99840;14;5;1997;-5
Svalbard Lufthavn;SN99840;15;5;1997;-3.9
Svalbard Lufthavn;SN99840;16;5;1997;-4.5
Svalbard Lufthavn;SN99840;17;5;1997;-4.3
Svalbard Lufthavn;SN99840;18;5;1997;-3.9
Svalbard Lufthavn;SN99840;19;5;1997;-4.6
Svalbard Lufthavn;SN99840;20;5;1997;-3.8
Svalbard Lufthavn;SN99840;21;5;1997;-4
Svalbard Lufthavn;SN99840;22;5;1997;-2.7
Svalbard Lufthavn;SN99840;23;5;1997;-2.2
Svalbard Lufthavn;SN99840;24;5;1997;-1.2
Svalbard Lufthavn;SN99840;25;5;1997;-0.8
Svalbard Lufthavn;SN99840;26;5;1997;-4.1
Svalbard Lufthavn;SN99840;27;5;1997;-4.9
Svalbard Lufthavn;SN99840;28;5;1997;-3
Svalbard Lufthavn;SN99840;29;5;1997;0.5
Svalbard Lufthavn;SN99840;30;5;1997;2.3
Svalbard Lufthavn;SN99840;31;5;1997;1.9
Svalbard Lufthavn;SN99840;1;5;1998;-7.1
Svalbard Lufthavn;SN99840;2;5;1998;-7.7
Svalbard Lufthavn;SN99840;3;5;1998;-3.2
Svalbard Lufthavn;SN99840;4;5;1998;-3.3
Svalbard Lufthavn;SN99840;5;5;1998;-7
Svalbard Lufthavn;SN99840;6;5;1998;-9
Svalbard Lufthavn;SN99840;7;5;1998;-10.2
Svalbard Lufthavn;SN99840;8;5;1998;-8.1
Svalbard Lufthavn;SN99840;9;5;1998;-4.5
Svalbard Lufthavn;SN99840;10;5;1998;-7.9
Svalbard Lufthavn;SN99840;11;5;1998;-8.7
Svalbard Lufthavn;SN99840;12;5;1998;-10.6
Svalbard Lufthavn;SN99840;13;5;1998;-10.5
Svalbard Lufthavn;SN99840;14;5;1998;-6.4
Svalbard Lufthavn;SN99840;15;5;1998;-2.7
Svalbard Lufthavn;SN99840;16;5;1998;-0.3
Svalbard Lufthavn;SN99840;17;5;1998;-6
Svalbard Lufthavn;SN99840;18;5;1998;-6.7
Svalbard Lufthavn;SN99840;19;5;1998;-6.9
Svalbard Lufthavn;SN99840;20;5;1998;-6.9
Svalbard Lufthavn;SN99840;21;5;1998;-7.2
Svalbard Lufthavn;SN99840;22;5;1998;-5.3
Svalbard Lufthavn;SN99840;23;5;1998;-6.4
Svalbard Lufthavn;SN99840;24;5;1998;-4.5
Svalbard Lufthavn;SN99840;25;5;1998;-3.7
Svalbard Lufthavn;SN99840;26;5;1998;-0.7
Svalbard Lufthavn;SN99840;27;5;1998;-2
Svalbard Lufthavn;SN99840;28;5;1998;-1.5
Svalbard Lufthavn;SN99840;29;5;1998;-2.2
Svalbard Lufthavn;SN99840;30;5;1998;-3.1
Svalbard Lufthavn;SN99840;31;5;1998;-1.9
Svalbard Lufthavn;SN99840;1;5;1999;-9.2
Svalbard Lufthavn;SN99840;2;5;1999;-9.2
Svalbard Lufthavn;SN99840;3;5;1999;-12
Svalbard Lufthavn;SN99840;4;5;1999;-9.2
Svalbard Lufthavn;SN99840;5;5;1999;-11.4
Svalbard Lufthavn;SN99840;6;5;1999;-10
Svalbard Lufthavn;SN99840;7;5;1999;-8.1
Svalbard Lufthavn;SN99840;8;5;1999;-1.5
Svalbard Lufthavn;SN99840;9;5;1999;-0.7
Svalbard Lufthavn;SN99840;10;5;1999;0.5
Svalbard Lufthavn;SN99840;11;5;1999;2.1
Svalbard Lufthavn;SN99840;12;5;1999;3.2
Svalbard Lufthavn;SN99840;13;5;1999;3
Svalbard Lufthavn;SN99840;14;5;1999;3.1
Svalbard Lufthavn;SN99840;15;5;1999;1.5
Svalbard Lufthavn;SN99840;16;5;1999;-2.6
Svalbard Lufthavn;SN99840;17;5;1999;-2.8
Svalbard Lufthavn;SN99840;18;5;1999;1.7
Svalbard Lufthavn;SN99840;19;5;1999;0
Svalbard Lufthavn;SN99840;20;5;1999;-0.8
Svalbard Lufthavn;SN99840;21;5;1999;0.9
Svalbard Lufthavn;SN99840;22;5;1999;-0.5
Svalbard Lufthavn;SN99840;23;5;1999;0.8
Svalbard Lufthavn;SN99840;24;5;1999;0.2
Svalbard Lufthavn;SN99840;25;5;1999;0.9
Svalbard Lufthavn;SN99840;26;5;1999;-1.3
Svalbard Lufthavn;SN99840;27;5;1999;-1
Svalbard Lufthavn;SN99840;28;5;1999;-1.3
Svalbard Lufthavn;SN99840;29;5;1999;-0.5
Svalbard Lufthavn;SN99840;30;5;1999;-1
Svalbard Lufthavn;SN99840;31;5;1999;-0.4
Svalbard Lufthavn;SN99840;1;5;2000;0.4
Svalbard Lufthavn;SN99840;2;5;2000;-0.9
Svalbard Lufthavn;SN99840;3;5;2000;-6.6
Svalbard Lufthavn;SN99840;4;5;2000;-10.9
Svalbard Lufthavn;SN99840;5;5;2000;-12.4
Svalbard Lufthavn;SN99840;6;5;2000;-10.9
Svalbard Lufthavn;SN99840;7;5;2000;-9.1
Svalbard Lufthavn;SN99840;8;5;2000;-4.7
Svalbard Lufthavn;SN99840;9;5;2000;-3.9
Svalbard Lufthavn;SN99840;10;5;2000;-9.4
Svalbard Lufthavn;SN99840;11;5;2000;-12
Svalbard Lufthavn;SN99840;12;5;2000;-8.4
Svalbard Lufthavn;SN99840;13;5;2000;-6.9
Svalbard Lufthavn;SN99840;14;5;2000;-7.6
Svalbard Lufthavn;SN99840;15;5;2000;-7.5
Svalbard Lufthavn;SN99840;16;5;2000;-8.1
Svalbard Lufthavn;SN99840;17;5;2000;-5.9
Svalbard Lufthavn;SN99840;18;5;2000;-3.8
Svalbard Lufthavn;SN99840;19;5;2000;-3
Svalbard Lufthavn;SN99840;20;5;2000;-1.1
Svalbard Lufthavn;SN99840;21;5;2000;0.3
Svalbard Lufthavn;SN99840;22;5;2000;0.5
Svalbard Lufthavn;SN99840;23;5;2000;-0.3
Svalbard Lufthavn;SN99840;24;5;2000;-0.1
Svalbard Lufthavn;SN99840;25;5;2000;-1.8
Svalbard Lufthavn;SN99840;26;5;2000;-2.9
Svalbard Lufthavn;SN99840;27;5;2000;-2.3
Svalbard Lufthavn;SN99840;28;5;2000;-1.9
Svalbard Lufthavn;SN99840;29;5;2000;-0.2
Svalbard Lufthavn;SN99840;30;5;2000;2.8
Svalbard Lufthavn;SN99840;31;5;2000;2.1
Svalbard Lufthavn;SN99840;1;5;2001;-2.5
Svalbard Lufthavn;SN99840;2;5;2001;-1.2
Svalbard Lufthavn;SN99840;3;5;2001;-3.7
Svalbard Lufthavn;SN99840;4;5;2001;-5.7
Svalbard Lufthavn;SN99840;5;5;2001;-4.3
Svalbard Lufthavn;SN99840;6;5;2001;-4.9
Svalbard Lufthavn;SN99840;7;5;2001;-4.3
Svalbard Lufthavn;SN99840;8;5;2001;-3.1
Svalbard Lufthavn;SN99840;9;5;2001;-2
Svalbard Lufthavn;SN99840;10;5;2001;-4
Svalbard Lufthavn;SN99840;11;5;2001;-5.7
Svalbard Lufthavn;SN99840;12;5;2001;-5.1
Svalbard Lufthavn;SN99840;13;5;2001;-6.8
Svalbard Lufthavn;SN99840;14;5;2001;-6.5
Svalbard Lufthavn;SN99840;15;5;2001;-5.9
Svalbard Lufthavn;SN99840;16;5;2001;-5.1
Svalbard Lufthavn;SN99840;17;5;2001;-4.6
Svalbard Lufthavn;SN99840;18;5;2001;-4.1
Svalbard Lufthavn;SN99840;19;5;2001;-3.9
Svalbard Lufthavn;SN99840;20;5;2001;-0.5
Svalbard Lufthavn;SN99840;21;5;2001;0.7
Svalbard Lufthavn;SN99840;22;5;2001;0.5
Svalbard Lufthavn;SN99840;23;5;2001;-1.5
Svalbard Lufthavn;SN99840;24;5;2001;-1.1
Svalbard Lufthavn;SN99840;25;5;2001;-0.4
Svalbard Lufthavn;SN99840;26;5;2001;0.7
Svalbard Lufthavn;SN99840;27;5;2001;-1.3
Svalbard Lufthavn;SN99840;28;5;2001;-1
Svalbard Lufthavn;SN99840;29;5;2001;-0.2
Svalbard Lufthavn;SN99840;30;5;2001;-2.1
Svalbard Lufthavn;SN99840;31;5;2001;-2.9
Svalbard Lufthavn;SN99840;1;5;2002;-1.3
Svalbard Lufthavn;SN99840;2;5;2002;-4.9
Svalbard Lufthavn;SN99840;3;5;2002;-7.1
Svalbard Lufthavn;SN99840;4;5;2002;-10.3
Svalbard Lufthavn;SN99840;5;5;2002;-11.2
Svalbard Lufthavn;SN99840;6;5;2002;-7.2
Svalbard Lufthavn;SN99840;7;5;2002;-4.9
Svalbard Lufthavn;SN99840;8;5;2002;-7
Svalbard Lufthavn;SN99840;9;5;2002;-5.7
Svalbard Lufthavn;SN99840;10;5;2002;-5.3
